topic,text,size
0,legs,0.0173546262129
0,eddie,0.00635552299885
0,leash,0.00566211298262
0,waffles,0.00517206014946
0,cart,0.00452104024321
0,roka,0.00341472485469
0,stone,0.00338861550233
0,burritos,0.00337340335153
0,shells,0.00316955150717
0,bellagio,0.00287968724946
0,greek,0.00263845881419
0,alaskan,0.00261909980963
0,smelled,0.00260301771556
0,tai,0.00259392324438
0,epic,0.00246302624705
0,lbs,0.00241240627056
0,akor,0.00233000031403
0,delivery,0.00229363434895
0,hostesses,0.00228193161141
0,coupons,0.00221759364539
0,barbie,0.00218737557014
0,chow,0.00217974173913
0,legit,0.00214382049917
0,bear,0.00211161854966
0,japanese,0.00210272152667
0,ensure,0.00209185772936
0,teriyaki,0.00201748874992
0,resturant,0.00200067973957
0,minimal,0.00188770064178
0,insanely,0.00184843475317
0,joe,0.00182494912181
0,selling,0.00181177872806
0,shore,0.00180732091633
0,glendale,0.00180096958143
0,mug,0.00179942092973
0,miso,0.00178950669836
0,strip,0.0017858792841
0,ivan,0.00175916350584
0,oz,0.00173180536961
0,coconut,0.00172140384087
0,macadamia,0.00171810489839
0,devil,0.0017072996073
0,dr,0.00170070065419
0,jar,0.00166886936457
0,flying,0.001635981664
0,berry,0.0016323000373
0,marsala,0.00162916213113
0,buffet,0.00160220305004
0,cons,0.00158655249423
0,pigs,0.00157554322976
1,crawfish,0.0293736045472
1,pastrami,0.00904545804821
1,tots,0.00737382720953
1,ceviche,0.00627014875149
1,hob,0.0046509009627
1,tater,0.00454700579375
1,steamed,0.00450956283581
1,shrimps,0.00450254283061
1,las,0.00432692235018
1,poke,0.00421061528507
1,pho,0.00369286372889
1,wasabi,0.0036478274201
1,biscuits,0.00339673576118
1,alligator,0.00328873025141
1,www,0.00322238592086
1,http,0.00319589639742
1,octopus,0.00315474548007
1,hula,0.00309181050175
1,com,0.00305357172759
1,alternative,0.00303265790483
1,cioppino,0.00270403045484
1,students,0.00265572042833
1,stew,0.00261012726037
1,uni,0.00244852753142
1,treacle,0.00240808440958
1,med,0.00217134788066
1,gary,0.00217023503636
1,pavle,0.00212992665906
1,ahi,0.00209789911241
1,purchased,0.00203136932783
1,tail,0.00202292401921
1,cauliflower,0.00201408536658
1,eggplant,0.00196295398034
1,hoped,0.0019622072334
1,burn,0.00195782843017
1,joe,0.0019429316133
1,charging,0.0019304928575
1,sooner,0.00193011131969
1,hotel,0.00192839757858
1,attic,0.00191931296618
1,burnt,0.00191493786556
1,poisoning,0.00176697130777
1,seats,0.00173600602248
1,chopped,0.00171347199388
1,theirs,0.00169756452851
1,pinot,0.00168576332745
1,obsessed,0.001682707012
1,smashed,0.00165729418833
1,till,0.00165444662202
1,caesar,0.00164671804537
2,good,0.00716072499176
2,great,0.00623056054368
2,place,0.00584766579618
2,like,0.00434125484695
2,really,0.00433757097824
2,service,0.00433303636241
2,just,0.00424038391634
2,time,0.00360097636847
2,try,0.00333241192453
2,menu,0.00332361385246
2,ordered,0.00322347204555
2,nice,0.00318971096237
2,delicious,0.00316617920877
2,fish,0.00314023576806
2,best,0.00312757140176
2,bar,0.00308932806675
2,ve,0.00303512780255
2,restaurant,0.00303067826329
2,lobster,0.00297333770466
2,crab,0.00293222585155
2,little,0.00285653220844
2,amazing,0.00284702510144
2,love,0.00283840231097
2,shrimp,0.0028242998349
2,salad,0.00277717862345
2,definitely,0.00270557361819
2,cheese,0.00264975231065
2,got,0.00264912417367
2,pretty,0.00256846286624
2,chicken,0.0025266450339
2,beer,0.00252442327556
2,seafood,0.00247181035504
2,vegas,0.00239778419276
2,dinner,0.00237777823814
2,night,0.00237222266722
2,sauce,0.0023457561584
2,fresh,0.00231335490431
2,don,0.0023082632862
2,friendly,0.00229406623648
2,burger,0.00229119116596
2,came,0.00224800993612
2,went,0.00224571339784
2,fries,0.00224212072895
2,excellent,0.00224192527815
2,eat,0.00222506400152
2,staff,0.00218264196786
2,better,0.00217283686911
2,steak,0.00215194514971
2,meal,0.00215176935132
2,bit,0.00213957214357
3,bowling,0.00643662334405
3,trucks,0.00610911556846
3,pep,0.00561688915118
3,hush,0.00540792571174
3,puppies,0.00490748459091
3,tower,0.00442008528923
3,copper,0.0042139759617
3,squash,0.00349618701325
3,fox,0.00342600634042
3,margaritaville,0.00332177153279
3,rio,0.00328342427115
3,gumbo,0.00325835197753
3,scottish,0.00308305037275
3,seamus,0.00306803184781
3,compound,0.00301486461091
3,festival,0.00299178788758
3,chandeliers,0.00297978978555
3,thoroughly,0.00290981154709
3,cabbage,0.00289899611761
3,blues,0.00284274358077
3,whisky,0.00264354881574
3,shoulder,0.0023253045723
3,proper,0.00228835864161
3,citrus,0.00218275233381
3,butternut,0.00217104882366
3,pickle,0.00215804051616
3,1lb,0.00215166811702
3,hotel,0.00214993433416
3,shout,0.00205934640927
3,melts,0.00191339053602
3,dj,0.00189688790041
3,popped,0.00187623571479
3,promise,0.00184389589403
3,buttermilk,0.00181422150564
3,steel,0.00178546774726
3,shabby,0.00178393036894
3,steamed,0.00177585771803
3,glaze,0.00174252991841
3,stained,0.00172698016475
3,lanes,0.00168879413242
3,importantly,0.00167914804203
3,closed,0.00164970741618
3,exhibit,0.00163832267123
3,alley,0.00163639404545
3,accommodated,0.00162696332844
3,sky,0.00162354775791
3,luke,0.00160378903276
3,wifi,0.0015869808836
3,coconut,0.0015785634596
3,towels,0.00154416449632
4,great,0.0243220848688
4,place,0.0104172899391
4,good,0.010119955761
4,music,0.00920802953175
4,service,0.00827505807852
4,atmosphere,0.00798614028003
4,awesome,0.00703542053921
4,love,0.00690355310955
4,beer,0.00650889355818
4,drinks,0.00637726544639
4,bar,0.00623750453914
4,fun,0.00600446205897
4,happy,0.00598532354235
4,hour,0.0056856478998
4,friendly,0.00558536321848
4,staff,0.00556558432569
4,live,0.00547994748529
4,messy,0.00457094639183
4,cool,0.00443307547449
4,venue,0.0043579162387
4,amazing,0.00432094189738
4,band,0.00431446826447
4,selection,0.00420393538558
4,butterflies,0.0042032559218
4,nice,0.00414776347195
4,bang,0.00411338660376
4,bands,0.00387305823116
4,beers,0.00383935817495
4,watch,0.00360422789317
4,joe,0.00351836219073
4,prices,0.00335829597495
4,coconut,0.00323888942098
4,spot,0.00304014385669
4,bartenders,0.00301536304024
4,patio,0.0029923331009
4,yucca,0.00299040828705
4,excellent,0.00296721753066
4,night,0.00286006164167
4,best,0.00285728794433
4,ballroom,0.00285617385443
4,game,0.0028487443026
4,drink,0.00283671929175
4,pub,0.00279736441853
4,hang,0.00264327773875
4,vibe,0.00244336648939
4,concerts,0.00242362089322
4,really,0.00237490853981
4,time,0.00236668725755
4,crowd,0.00236383189126
4,bay,0.00233642741756
5,clams,0.0127845416181
5,steakhouse,0.0105310503176
5,fondue,0.0100414113072
5,pot,0.00632443116294
5,crescent,0.00591766230946
5,caesar,0.00586262592459
5,chefs,0.00585347633319
5,chopped,0.00527801810081
5,church,0.00521183715035
5,mignon,0.00489000917754
5,surf,0.00476789610335
5,cuts,0.00446611168349
5,monkey,0.00434657531571
5,braised,0.00416223987407
5,turf,0.00401179057419
5,ahi,0.00396680377522
5,salut,0.00394527986102
5,ny,0.00386840472142
5,trout,0.00370911413872
5,carrot,0.00360674417864
5,rib,0.00346715668901
5,bone,0.00333605025532
5,tim,0.00328068207354
5,bits,0.00324361050229
5,swordfish,0.00304921297408
5,leftovers,0.00300732560693
5,mastros,0.00298160194497
5,manhattan,0.00298035829291
5,butterfish,0.00285469393097
5,mussels,0.00285117192542
5,comped,0.00274840388834
5,oily,0.00274340635851
5,cave,0.00269017148276
5,elegant,0.00261479131241
5,punch,0.0025688861891
5,melted,0.00255520621931
5,prime,0.00251843872182
5,snapper,0.00246293517394
5,mint,0.00241824231103
5,japanese,0.00231964065501
5,cob,0.00219686258223
5,prix,0.00214532544843
5,forum,0.00211512227459
5,rabbit,0.00209080049929
5,foodie,0.00208170454827
5,fixe,0.002046082036
5,cilantro,0.00203885654693
5,buying,0.00202200664683
5,planned,0.00202111520488
5,spare,0.0019775029711
6,service,0.00492077159848
6,minutes,0.00459520827097
6,table,0.00405368251159
6,asked,0.00357135670274
6,time,0.00356448780354
6,server,0.00347737453513
6,took,0.00319290047936
6,order,0.00310437971826
6,strip,0.00309364475685
6,manager,0.00306989722701
6,came,0.00297668341231
6,said,0.0029486323517
6,just,0.00292911636748
6,rib,0.00283753925379
6,told,0.00281785614757
6,place,0.0028084147266
6,buffet,0.00272572615709
6,pretzel,0.00267369672774
6,boiling,0.00255366762676
6,did,0.00246153192636
6,experience,0.00244789031793
6,drinks,0.0024303977295
6,got,0.00242880937894
6,waitress,0.00242809017266
6,waiter,0.0024080270196
6,hookah,0.00239112960974
6,didn,0.0023802189755
6,went,0.0022679478483
6,bad,0.00226785964115
6,waited,0.00225028649479
6,bar,0.00221694735571
6,wait,0.00219473700278
6,rolls,0.00217184615284
6,don,0.00214601693726
6,restaurant,0.00212643121465
6,left,0.00204732701107
6,people,0.00203609178353
6,drink,0.0020270060444
6,good,0.00201445960232
6,like,0.0019505382414
6,prime,0.00193261235886
6,bone,0.00192526653056
6,check,0.001898936086
6,great,0.00188478086848
6,seated,0.00187287597819
6,10,0.00186452934227
6,bartender,0.00186417448131
6,horrible,0.00186352408173
6,waiting,0.00185460175421
6,hostess,0.00185450756282
7,fnb,0.010348124022
7,torta,0.00900612424843
7,bc,0.00790167725311
7,birds,0.0056104885307
7,anthony,0.003817281969
7,mesa,0.00375765530569
7,jalapeo,0.00374993008775
7,blew,0.00371567691572
7,nom,0.00344893937963
7,fly,0.00341813637815
7,innovative,0.00328384336007
7,nite,0.00324805522443
7,overdone,0.00300055075225
7,antipasti,0.00292607828214
7,jimmy,0.00291774040058
7,twitter,0.00289917071443
7,musicians,0.00280210829516
7,downhill,0.00269881913503
7,kimchi,0.00255524325859
7,swear,0.00247377694232
7,skimp,0.00246411943072
7,mic,0.00246048023032
7,stylish,0.00244652566506
7,newly,0.00243753898939
7,balanced,0.00237982544824
7,feedback,0.00235452662953
7,hunger,0.00231179805142
7,replace,0.00229257429273
7,greeting,0.00226663435958
7,romaine,0.00225785893068
7,complement,0.00219148180582
7,shawarma,0.00215728720673
7,ryan,0.00215234754938
7,batch,0.00213921336752
7,text,0.0021334763018
7,unlimited,0.00208104102955
7,cast,0.00201442232687
7,spotty,0.00199912829574
7,flash,0.00199180605598
7,legs,0.00197689389877
7,cans,0.00197588473609
7,frustrated,0.00197579779161
7,benches,0.00193626582875
7,oriented,0.00191847292625
7,seeds,0.00191749916387
7,solo,0.00188010119221
7,concepts,0.0018535618738
7,tabasco,0.00181170929308
7,salsas,0.00180986427219
7,lil,0.00177889936683
8,las,0.0117123809511
8,taco,0.00948791674642
8,belly,0.00762573851763
8,salsa,0.00649251426044
8,chopped,0.00554396841642
8,mexican,0.00544616819338
8,crabs,0.00536848014643
8,citizen,0.00460287628434
8,fondue,0.00416243164533
8,strip,0.00371399741528
8,kale,0.00367105762919
8,peanut,0.00365167165907
8,michael,0.00347116779252
8,vegan,0.00331618779568
8,claws,0.00331567851907
8,lamb,0.00318115173967
8,guacamole,0.00306707288991
8,dined,0.0027909986254
8,pot,0.00276302122554
8,pickled,0.00266801212781
8,crunch,0.00264975203169
8,popcorn,0.00252848987772
8,gelato,0.00249410461849
8,venues,0.00244231478364
8,tostadas,0.00240693074315
8,king,0.0023668587315
8,mgm,0.00236629752794
8,gloves,0.00224266949098
8,sam,0.00221673147803
8,prawns,0.00215144206897
8,3d,0.00214329646129
8,gras,0.00210570193448
8,maui,0.00207709871102
8,chorizo,0.00203965540848
8,skewers,0.00202399433399
8,benedict,0.00200873960071
8,palm,0.00196769226307
8,brazilian,0.00190579576849
8,pony,0.00189631055026
8,vegas,0.00187745123181
8,wise,0.00185267115318
8,fox,0.00178895569881
8,melted,0.00177815261179
8,bleu,0.00177542069853
8,captain,0.00175601074981
8,certificate,0.00172220551362
8,particularly,0.00170883517288
8,ahi,0.00167455904476
8,los,0.0016528256576
8,twin,0.00164966722256
